"","date","time","global_active_power","global_reactive_power","voltage","global_intensity","sub_metering_1","sub_metering_2","sub_metering_3"
"8236","6/2/2007","17:15:00",3.326,0,238.23,13.8,0,0,0
"8237","6/2/2007","17:16:00",1.622,0,239.68,8.8,0,0,0
"8238","6/2/2007","17:17:00",0.558,0,241.09,2.2,0,0,0
"8239","6/2/2007","17:18:00",0.558,0,241.43,2.2,0,0,0
"8240","6/2/2007","17:19:00",0.56,0,241.83,2.2,0,0,0
"8241","6/2/2007","17:20:00",0.556,0,240.75,2.2,0,0,0
"8242","6/2/2007","17:21:00",0.556,0,240.96,2.2,0,0,0
"8243","6/2/2007","17:22:00",0.552,0,239.99,2.2,0,0,0
"8244","6/2/2007","17:23:00",0.556,0,240.68,2.2,0,0,0
"8245","6/2/2007","17:24:00",0.556,0,240.85,2.2,0,0,0
"8246","6/2/2007","17:25:00",0.558,0,241.59,2.2,0,0,0
"8247","6/2/2007","17:26:00",0.56,0,242.09,2.2,0,0,0
"8248","6/2/2007","17:27:00",0.56,0,241.97,2.2,0,0,0
"8249","6/2/2007","17:28:00",0.646,0.1,241.82,2.8,0,0,0
"8250","6/2/2007","17:29:00",0.628,0.102,240.03,2.6,0,0,0
"8251","6/2/2007","17:30:00",0.63,0.102,240.28,2.6,0,0,0
"8252","6/2/2007","17:31:00",0.632,0.106,241.08,2.6,0,0,0
"8253","6/2/2007","17:32:00",0.912,0.104,241.52,3.8,0,0,0
"8254","6/2/2007","17:33:00",0.924,0.104,241.53,3.8,0,0,0
"8255","6/2/2007","17:34:00",0.926,0.106,242.09,3.8,0,0,0
"8256","6/2/2007","17:35:00",0.956,0.134,241.39,4,0,0,0
"8257","6/2/2007","17:36:00",1.026,0.236,241,4.4,0,0,0
"8258","6/2/2007","17:37:00",0.844,0.236,240.64,3.6,0,0,0
"8259","6/2/2007","17:38:00",0.692,0.24,240.86,3,0,0,0
"8260","6/2/2007","17:39:00",0.694,0.244,241.65,3,0,0,0
"8261","6/2/2007","17:40:00",0.66,0.196,240.96,2.8,0,0,0
"8262","6/2/2007","17:41:00",0.62,0.138,241.06,2.6,0,0,0
"8263","6/2/2007","17:42:00",0.62,0.138,241.1,2.6,0,0,0
"8264","6/2/2007","17:43:00",0.614,0.134,240.12,2.6,0,0,0
"8265","6/2/2007","17:44:00",0.61,0.13,239.4,2.6,0,0,0
"8266","6/2/2007","17:45:00",0.61,0.13,239.42,2.6,0,0,0
"8267","6/2/2007","17:46:00",0.608,0.13,239.18,2.6,0,0,0
"8268","6/2/2007","17:47:00",0.61,0.132,239.9,2.6,0,0,0
"8269","6/2/2007","17:48:00",0.658,0.136,240.73,2.8,0,0,0
"8270","6/2/2007","17:49:00",0.676,0.136,240.84,2.8,0,0,0
"8271","6/2/2007","17:50:00",0.648,0.096,240.39,2.6,0,0,0
"8272","6/2/2007","17:51:00",0.552,0,240.03,2.2,0,0,0
"8273","6/2/2007","17:52:00",0.52,0,240.53,2.2,0,0,0
"8274","6/2/2007","17:53:00",0.52,0,240.61,2.2,0,0,0
"8275","6/2/2007","17:54:00",0.524,0,241.66,2.2,0,0,0
"8276","6/2/2007","17:55:00",0.418,0,241.34,1.8,0,0,0
"8277","6/2/2007","17:56:00",0.506,0,240.55,2,0,0,0
"8278","6/2/2007","17:57:00",0.504,0,240.83,2,0,0,0
"8279","6/2/2007","17:58:00",0.5,0,241.33,2,0,0,0
"8280","6/2/2007","17:59:00",0.498,0,240.58,2,0,0,0
"8281","6/2/2007","18:00:00",0.496,0,240.49,2,0,0,0
"8282","6/2/2007","18:01:00",0.492,0,239.18,2,0,0,0
"8283","6/2/2007","18:02:00",0.426,0,239.93,1.8,0,0,0
"8284","6/2/2007","18:03:00",0.516,0,239.02,2.2,0,0,0
"8285","6/2/2007","18:04:00",0.518,0,240.09,2.2,0,0,0
"8286","6/2/2007","18:05:00",0.518,0,239.77,2.2,0,0,0
"8287","6/2/2007","18:06:00",0.52,0,240.53,2.2,0,0,0
"8288","6/2/2007","18:07:00",0.522,0,241.02,2.2,0,0,0
"8289","6/2/2007","18:08:00",0.892,0,240.73,3.8,0,0,0
"8290","6/2/2007","18:09:00",1.048,0,240.42,4.4,0,0,0
"8291","6/2/2007","18:10:00",1.046,0,239.42,4.4,0,0,0
"8292","6/2/2007","18:11:00",0.924,0,240.17,4,0,0,0
"8293","6/2/2007","18:12:00",0.53,0,241.53,2.2,0,0,0
"8294","6/2/2007","18:13:00",0.53,0,241.31,2.2,0,0,0
"8295","6/2/2007","18:14:00",0.53,0,241.36,2.2,0,0,0
"8296","6/2/2007","18:15:00",0.68,0.162,241.41,3,0,0,0
"8297","6/2/2007","18:16:00",0.712,0.242,240.89,3,0,0,0
"8298","6/2/2007","18:17:00",0.712,0.246,241.73,3,0,0,0
"8299","6/2/2007","18:18:00",0.712,0.252,242.52,3,0,0,0
"8300","6/2/2007","18:19:00",0.712,0.254,242.84,3,0,0,0
"8301","6/2/2007","18:20:00",0.71,0.254,242.95,3,0,0,0
"8302","6/2/2007","18:21:00",0.708,0.256,243.2,3,0,0,0
"8303","6/2/2007","18:22:00",0.704,0.258,243.34,3,0,0,0
"8304","6/2/2007","18:23:00",0.698,0.25,242.23,3,0,0,0
"8305","6/2/2007","18:24:00",0.686,0.236,240,3,0,0,0
"8306","6/2/2007","18:25:00",0.686,0.238,240.37,3,0,0,0
"8307","6/2/2007","18:26:00",0.692,0.246,241.76,3,0,0,0
"8308","6/2/2007","18:27:00",0.698,0.224,241.19,3,0,0,0
"8309","6/2/2007","18:28:00",0.886,0.13,241.44,3.8,0,0,0
"8310","6/2/2007","18:29:00",0.632,0.132,241.55,2.6,0,0,0
"8311","6/2/2007","18:30:00",0.528,0,240.98,2.2,0,0,0
"8312","6/2/2007","18:31:00",0.552,0,240.34,2.4,0,0,0
"8313","6/2/2007","18:32:00",0.604,0.12,239.91,2.6,0,0,0
"8314","6/2/2007","18:33:00",0.608,0.122,240.09,2.6,0,2,0
"8315","6/2/2007","18:34:00",0.604,0.12,239.74,2.6,0,1,0
"8316","6/2/2007","18:35:00",0.61,0.126,241.11,2.6,0,2,0
"8317","6/2/2007","18:36:00",0.61,0.126,241.07,2.6,0,1,0
"8318","6/2/2007","18:37:00",0.606,0.122,240.08,2.6,0,1,0
"8319","6/2/2007","18:38:00",0.608,0.124,240.53,2.6,0,2,0
"8320","6/2/2007","18:39:00",0.608,0.122,240.48,2.6,0,1,0
"8321","6/2/2007","18:40:00",0.606,0.122,240.27,2.6,0,2,0
"8322","6/2/2007","18:41:00",0.606,0.12,240.03,2.6,0,1,0
"8323","6/2/2007","18:42:00",0.594,0.116,239.15,2.4,0,1,0
"8324","6/2/2007","18:43:00",0.596,0.12,239.93,2.4,0,2,0
"8325","6/2/2007","18:44:00",0.592,0.116,238.93,2.4,0,1,0
"8326","6/2/2007","18:45:00",0.592,0.116,239.35,2.4,0,1,0
"8327","6/2/2007","18:46:00",0.59,0.116,239.23,2.4,0,2,0
"8328","6/2/2007","18:47:00",0.584,0.112,237.86,2.4,0,1,0
"8329","6/2/2007","18:48:00",0.588,0.112,237.66,2.4,0,1,0
"8330","6/2/2007","18:49:00",0.586,0.108,236.87,2.4,0,2,0
"8331","6/2/2007","18:50:00",0.584,0.108,236.87,2.4,0,1,0
"8332","6/2/2007","18:51:00",0.59,0.114,238.35,2.4,0,1,0
"8333","6/2/2007","18:52:00",0.584,0.108,237.02,2.4,0,2,0
"8334","6/2/2007","18:53:00",0.588,0.114,238.3,2.4,0,1,0
"8335","6/2/2007","18:54:00",0.608,0.124,237.09,2.6,0,1,0
"8336","6/2/2007","18:55:00",0.68,0.228,235.83,3,0,1,0
"8337","6/2/2007","18:56:00",0.78,0.232,237.06,3.4,0,1,0
"8338","6/2/2007","18:57:00",1.206,0.224,236.8,5.2,0,2,0
"8339","6/2/2007","18:58:00",1.274,0.228,238.05,5.4,0,1,0
"8340","6/2/2007","18:59:00",1.258,0.23,237.92,5.4,0,1,0
"8341","6/2/2007","19:00:00",1.254,0.222,236.56,5.4,0,1,0
"8342","6/2/2007","19:01:00",1.274,0.232,238.26,5.4,0,1,0
"8343","6/2/2007","19:02:00",1.26,0.218,237.66,5.4,0,2,0
"8344","6/2/2007","19:03:00",1.254,0.162,236.76,5.4,0,0,0
"8345","6/2/2007","19:04:00",1.284,0.214,238.12,5.4,0,0,0
"8346","6/2/2007","19:05:00",1.278,0.208,237.14,5.4,0,0,0
"8347","6/2/2007","19:06:00",1.272,0.21,236.79,5.4,0,0,0
"8348","6/2/2007","19:07:00",1.272,0.214,237.71,5.4,0,0,0
"8349","6/2/2007","19:08:00",1.27,0.216,238.08,5.4,0,0,0
"8350","6/2/2007","19:09:00",1.332,0.14,237.31,5.8,0,0,0
"8351","6/2/2007","19:10:00",2.146,0.21,235.42,9.2,0,0,0
"8352","6/2/2007","19:11:00",1.558,0.086,236.63,6.6,0,0,0
"8353","6/2/2007","19:12:00",1.316,0.094,237.9,5.6,0,0,0
"8354","6/2/2007","19:13:00",0.774,0.098,237.89,3.6,0,0,0
"8355","6/2/2007","19:14:00",0.544,0.094,238.72,2.2,0,0,0
"8356","6/2/2007","19:15:00",0.422,0.094,238.33,1.8,0,0,0
"8357","6/2/2007","19:16:00",0.328,0,238.81,1.4,0,0,0
"8358","6/2/2007","19:17:00",0.308,0,239.9,1.2,0,0,0
"8359","6/2/2007","19:18:00",0.308,0,239.94,1.2,0,0,0
"8360","6/2/2007","19:19:00",0.308,0,240.15,1.2,0,0,0
"8361","6/2/2007","19:20:00",0.308,0,239.93,1.2,0,0,0
"8362","6/2/2007","19:21:00",0.302,0,237.95,1.2,0,0,0
"8363","6/2/2007","19:22:00",0.306,0,239.29,1.2,0,0,0
"8364","6/2/2007","19:23:00",0.31,0,240.66,1.2,0,0,0
"8365","6/2/2007","19:24:00",0.306,0,239.11,1.2,0,0,0
"8366","6/2/2007","19:25:00",0.304,0,238.69,1.2,0,0,0
"8367","6/2/2007","19:26:00",0.31,0,240.7,1.2,0,0,0
"8368","6/2/2007","19:27:00",0.306,0,239.61,1.2,0,0,0
"8369","6/2/2007","19:28:00",0.308,0,240.54,1.2,0,0,0
"8370","6/2/2007","19:29:00",0.308,0,240.18,1.2,0,0,0
"8371","6/2/2007","19:30:00",0.308,0,240.28,1.2,0,0,0
"8372","6/2/2007","19:31:00",0.308,0,240.3,1.2,0,0,0
"8373","6/2/2007","19:32:00",0.308,0,240.11,1.2,0,0,0
"8374","6/2/2007","19:33:00",0.312,0,241.44,1.2,0,0,0
"8375","6/2/2007","19:34:00",0.434,0.136,241.03,1.8,0,0,0
"8376","6/2/2007","19:35:00",0.416,0.128,239.89,1.8,0,0,0
"8377","6/2/2007","19:36:00",0.41,0.124,238.9,1.8,0,0,0
"8378","6/2/2007","19:37:00",0.408,0.124,238.71,1.8,0,0,0
"8379","6/2/2007","19:38:00",0.406,0.122,238.52,1.8,0,0,0
"8380","6/2/2007","19:39:00",0.402,0.12,237.86,1.8,0,0,0
"8381","6/2/2007","19:40:00",0.398,0.116,236.72,1.8,0,0,0
"8382","6/2/2007","19:41:00",0.402,0.122,238.46,1.8,0,0,0
"8383","6/2/2007","19:42:00",0.4,0.124,238.51,1.8,0,0,0
"8384","6/2/2007","19:43:00",0.396,0.116,236.89,1.6,0,0,0
"8385","6/2/2007","19:44:00",0.4,0.124,238.58,1.8,0,0,0
"8386","6/2/2007","19:45:00",0.578,0.152,238.29,2.6,0,0,0
"8387","6/2/2007","19:46:00",0.572,0.12,238.62,2.4,0,0,0
"8388","6/2/2007","19:47:00",0.492,0.116,237.22,2.2,0,0,0
"8389","6/2/2007","19:48:00",0.354,0.062,237.09,1.6,0,0,0
"8390","6/2/2007","19:49:00",0.304,0,237.74,1.2,0,0,0
"8391","6/2/2007","19:50:00",0.306,0,239.23,1.2,0,0,0
"8392","6/2/2007","19:51:00",0.304,0,237.88,1.2,0,0,0
"8393","6/2/2007","19:52:00",0.38,0.072,238.82,1.8,0,0,0
"8394","6/2/2007","19:53:00",0.382,0.096,239.28,1.6,0,0,0
"8395","6/2/2007","19:54:00",0.382,0.096,239.13,1.6,0,0,0
"8396","6/2/2007","19:55:00",0.384,0.1,240,1.6,0,0,0
"8397","6/2/2007","19:56:00",0.426,0.2,239.81,2,0,0,0
"8398","6/2/2007","19:57:00",0.608,0.226,240.41,2.8,0,0,0
"8399","6/2/2007","19:58:00",1.36,0.092,238.7,5.8,0,0,0
"8400","6/2/2007","19:59:00",1.492,0.09,238.28,6.2,0,0,0
"8401","6/2/2007","20:00:00",1.65,0.092,239.48,6.8,0,0,0
"8402","6/2/2007","20:01:00",1.57,0.09,238.36,6.6,0,0,0
"8403","6/2/2007","20:02:00",1.422,0.092,238.51,6,0,0,0
"8404","6/2/2007","20:03:00",1.464,0.092,238.44,6.2,0,0,0
"8405","6/2/2007","20:04:00",1.568,0.088,237.85,6.6,0,0,0
"8406","6/2/2007","20:05:00",1.546,0.064,237.06,6.4,0,0,0
"8407","6/2/2007","20:06:00",1.496,0,237.33,6.2,0,0,0
"8408","6/2/2007","20:07:00",1.488,0,236.66,6.2,0,0,0
"8409","6/2/2007","20:08:00",1.384,0,237.1,5.8,0,0,0
"8410","6/2/2007","20:09:00",1.642,0.134,236.55,7,0,0,0
"8411","6/2/2007","20:10:00",1.69,0.172,237.06,7,0,0,0
"8412","6/2/2007","20:11:00",1.694,0.162,237.2,7.2,0,0,0
"8413","6/2/2007","20:12:00",1.842,0.16,237.62,7.8,0,0,0
"8414","6/2/2007","20:13:00",2.024,0.262,239.39,8.6,0,0,0
"8415","6/2/2007","20:14:00",2.008,0.148,239.16,8.4,0,0,0
"8416","6/2/2007","20:15:00",1.996,0.162,238.4,8.4,0,0,0
"8417","6/2/2007","20:16:00",2.236,0.32,238.04,9.4,0,0,0
"8418","6/2/2007","20:17:00",2.152,0.306,237.2,9,0,0,0
"8419","6/2/2007","20:18:00",2.152,0.3,237.37,9,0,0,0
"8420","6/2/2007","20:19:00",2.002,0.306,239.07,8.4,0,0,0
"8421","6/2/2007","20:20:00",1.854,0.304,239.14,7.8,0,0,0
"8422","6/2/2007","20:21:00",1.866,0.308,240.72,7.8,0,0,0
"8423","6/2/2007","20:22:00",1.864,0.304,240.36,7.8,0,0,0
"8424","6/2/2007","20:23:00",1.856,0.3,239.75,7.8,0,0,0
"8425","6/2/2007","20:24:00",1.864,0.302,240.53,7.8,0,0,0
"8426","6/2/2007","20:25:00",1.87,0.302,241.05,7.8,0,0,0
"8427","6/2/2007","20:26:00",1.854,0.294,239.87,7.8,0,0,0
"8428","6/2/2007","20:27:00",1.954,0.316,238.69,8.4,0,0,0
"8429","6/2/2007","20:28:00",3.342,0.45,236.54,14.2,0,0,0
"8430","6/2/2007","20:29:00",2.398,0.228,237.58,10.8,0,0,0
"8431","6/2/2007","20:30:00",1.51,0,238.9,6.2,0,0,0
"8432","6/2/2007","20:31:00",1.57,0.054,238.78,6.6,0,0,0
"8433","6/2/2007","20:32:00",1.572,0.09,237.79,6.6,0,0,0
"8434","6/2/2007","20:33:00",1.58,0.092,238.47,6.6,0,0,0
"8435","6/2/2007","20:34:00",1.566,0.088,237.18,6.6,0,0,0
"8436","6/2/2007","20:35:00",1.564,0.088,237,6.6,0,0,0
"8437","6/2/2007","20:36:00",1.566,0.088,237.25,6.6,0,0,0
"8438","6/2/2007","20:37:00",1.548,0.082,235.52,6.6,0,0,0
"8439","6/2/2007","20:38:00",1.564,0.088,236.72,6.6,0,0,0
"8440","6/2/2007","20:39:00",1.578,0.092,238.12,6.6,0,0,0
"8441","6/2/2007","20:40:00",1.572,0.09,237.75,6.6,0,0,0
"8442","6/2/2007","20:41:00",1.582,0.094,238.69,6.6,0,0,0
"8443","6/2/2007","20:42:00",1.584,0.094,239.02,6.6,0,0,0
"8444","6/2/2007","20:43:00",1.564,0.09,237.82,6.6,0,0,0
"8445","6/2/2007","20:44:00",1.572,0.092,238.69,6.6,0,0,0
"8446","6/2/2007","20:45:00",1.574,0,238.15,6.6,0,0,0
"8447","6/2/2007","20:46:00",1.574,0,238.92,6.6,0,0,0
"8448","6/2/2007","20:47:00",1.568,0,238.31,6.6,0,0,0
"8449","6/2/2007","20:48:00",1.558,0,237.48,6.4,0,0,0
"8450","6/2/2007","20:49:00",1.568,0,238.4,6.6,0,0,0
"8451","6/2/2007","20:50:00",1.892,0,239.32,8,0,0,0
"8452","6/2/2007","20:51:00",2.188,0,237.74,9.2,0,0,0
"8453","6/2/2007","20:52:00",2.278,0.058,238.05,9.6,0,0,0
"8454","6/2/2007","20:53:00",2.278,0.112,238.15,9.6,0,0,0
"8455","6/2/2007","20:54:00",2.28,0.114,238.59,9.6,0,0,0
"8456","6/2/2007","20:55:00",2.544,0.108,237.6,10.8,0,0,3
"8457","6/2/2007","20:56:00",3.33,0.1,236.48,14,0,0,17
"8458","6/2/2007","20:57:00",3.322,0.102,236.88,14,0,0,18
"8459","6/2/2007","20:58:00",3.316,0.102,237.21,14,0,0,18
"8460","6/2/2007","20:59:00",3.292,0.102,236.65,13.8,0,0,17
"8461","6/2/2007","21:00:00",3.288,0.102,236.93,13.8,0,0,18
"8462","6/2/2007","21:01:00",3.266,0.098,235.96,13.8,0,0,17
"8463","6/2/2007","21:02:00",3.392,0.104,237.46,14.4,0,0,17
"8464","6/2/2007","21:03:00",4.672,0.092,236.78,19.6,0,0,17
"8465","6/2/2007","21:04:00",3.998,0.09,236.73,17,0,0,18
"8466","6/2/2007","21:05:00",3.642,0.126,237.56,15.4,0,0,17
"8467","6/2/2007","21:06:00",3.754,0.102,237.52,16,0,0,17
"8468","6/2/2007","21:07:00",3.364,0,237.23,14.2,0,0,17
"8469","6/2/2007","21:08:00",2.932,0,238.65,12.2,0,0,18
"8470","6/2/2007","21:09:00",2.876,0,237.07,12,0,0,17
"8471","6/2/2007","21:10:00",2.884,0,237.5,12.2,0,0,18
"8472","6/2/2007","21:11:00",2.928,0,237.44,12.2,0,0,17
"8473","6/2/2007","21:12:00",3.08,0,237.1,13,0,0,17
"8474","6/2/2007","21:13:00",3.154,0.156,238.21,13.2,0,0,17
"8475","6/2/2007","21:14:00",2.986,0.2,237.83,12.6,0,2,18
"8476","6/2/2007","21:15:00",2.764,0.206,238.3,11.6,0,1,17
"8477","6/2/2007","21:16:00",2.78,0.21,239.51,11.6,0,2,18
"8478","6/2/2007","21:17:00",2.818,0.204,238.37,11.8,0,1,17
"8479","6/2/2007","21:18:00",2.994,0.194,236.77,12.6,0,1,17
"8480","6/2/2007","21:19:00",2.988,0.194,236.55,12.6,0,2,18
"8481","6/2/2007","21:20:00",2.98,0.192,236.23,12.6,0,1,17
"8482","6/2/2007","21:21:00",3.014,0.2,238.05,12.6,0,2,17
"8483","6/2/2007","21:22:00",3.032,0.206,238.95,12.6,0,1,18
"8484","6/2/2007","21:23:00",3.038,0.206,239,12.8,0,1,17
"8485","6/2/2007","21:24:00",2.992,0.278,240.09,12.4,0,2,18
"8486","6/2/2007","21:25:00",3.168,0.292,239.22,13.2,0,1,17
"8487","6/2/2007","21:26:00",3.458,0.226,239.65,14.4,0,1,18
"8488","6/2/2007","21:27:00",3.646,0.144,238.25,15.2,0,2,17
"8489","6/2/2007","21:28:00",3.412,0.138,238.35,14.4,0,1,18
"8490","6/2/2007","21:29:00",3.048,0.142,239.22,12.8,0,1,17
"8491","6/2/2007","21:30:00",2.722,0.138,238.75,11.4,0,2,18
"8492","6/2/2007","21:31:00",2.97,0.182,238.33,12.6,0,1,17
"8493","6/2/2007","21:32:00",2.984,0.268,238.81,12.6,0,1,18
"8494","6/2/2007","21:33:00",2.894,0.266,238.52,12.2,0,1,17
"8495","6/2/2007","21:34:00",2.88,0.266,238.52,12.2,0,2,17
"8496","6/2/2007","21:35:00",2.814,0.27,239.12,11.8,0,1,18
"8497","6/2/2007","21:36:00",2.842,0.266,238.33,12,0,1,17
"8498","6/2/2007","21:37:00",2.838,0.27,238.87,12,0,1,18
"8499","6/2/2007","21:38:00",2.842,0.268,238.8,12,0,2,17
"8500","6/2/2007","21:39:00",2.65,0.286,239.96,11.2,0,1,18
"8501","6/2/2007","21:40:00",2.354,0.302,240.3,9.8,0,1,18
"8502","6/2/2007","21:41:00",2.414,0.306,239.5,10.2,0,1,17
"8503","6/2/2007","21:42:00",2.472,0.318,241.04,10.2,0,1,18
"8504","6/2/2007","21:43:00",2.3,0.32,240.98,9.6,0,2,18
"8505","6/2/2007","21:44:00",2.234,0.23,239.54,9.4,0,0,17
"8506","6/2/2007","21:45:00",2.238,0.194,240.15,9.2,0,0,18
"8507","6/2/2007","21:46:00",2.108,0.094,238.89,8.8,0,0,18
"8508","6/2/2007","21:47:00",2.05,0.062,239.94,8.4,0,0,17
"8509","6/2/2007","21:48:00",1.992,0.048,239.48,8.2,0,0,18
"8510","6/2/2007","21:49:00",2.038,0,238.74,8.4,0,0,17
"8511","6/2/2007","21:50:00",2.054,0,239.56,8.4,0,0,18
"8512","6/2/2007","21:51:00",2.05,0,239.25,8.4,0,0,17
"8513","6/2/2007","21:52:00",2.058,0,239.82,8.6,0,0,18
"8514","6/2/2007","21:53:00",2.058,0,239.41,8.6,0,0,18
"8515","6/2/2007","21:54:00",2.048,0,238.75,8.6,0,0,17
"8516","6/2/2007","21:55:00",2.072,0,240.35,8.6,0,0,18
"8517","6/2/2007","21:56:00",2.062,0,239.69,8.6,0,0,17
"8518","6/2/2007","21:57:00",2.06,0,239.9,8.6,0,0,18
"8519","6/2/2007","21:58:00",1.744,0,241.23,7.2,0,0,18
"8520","6/2/2007","21:59:00",1.554,0,240.19,6.4,0,0,18
"8521","6/2/2007","22:00:00",1.614,0.058,239.84,6.6,0,0,17
"8522","6/2/2007","22:01:00",1.62,0.092,239.79,6.6,0,0,18
"8523","6/2/2007","22:02:00",1.616,0.09,239.36,6.6,0,0,17
"8524","6/2/2007","22:03:00",1.636,0.096,240.9,6.8,0,0,18
"8525","6/2/2007","22:04:00",1.682,0.094,240.41,7,0,0,18
"8526","6/2/2007","22:05:00",1.658,0.094,240.58,6.8,0,0,18
"8527","6/2/2007","22:06:00",1.63,0.096,240.72,6.8,0,0,17
"8528","6/2/2007","22:07:00",1.622,0.092,240.26,6.6,0,0,18
"8529","6/2/2007","22:08:00",1.626,0.092,239.99,6.8,0,0,18
"8530","6/2/2007","22:09:00",1.634,0.096,240.77,6.8,0,0,17
"8531","6/2/2007","22:10:00",1.628,0.094,240.39,6.8,0,0,18
"8532","6/2/2007","22:11:00",1.742,0.2,242.24,7.2,0,0,18
"8533","6/2/2007","22:12:00",1.752,0.224,242.31,7.2,0,0,18
"8534","6/2/2007","22:13:00",1.682,0.13,242.04,6.8,0,0,18
"8535","6/2/2007","22:14:00",1.648,0.12,239.81,6.8,0,0,18
"8536","6/2/2007","22:15:00",1.64,0.116,238.96,6.8,0,0,17
"8537","6/2/2007","22:16:00",1.626,0.112,238.02,6.8,0,0,18
"8538","6/2/2007","22:17:00",1.62,0.112,237.69,6.8,0,0,17
"8539","6/2/2007","22:18:00",1.61,0.108,236.92,6.8,0,0,17
"8540","6/2/2007","22:19:00",1.62,0.112,237.78,6.8,0,0,17
"8541","6/2/2007","22:20:00",1.61,0.108,237.04,6.8,0,0,18
"8542","6/2/2007","22:21:00",1.596,0.104,235.94,6.6,0,0,17
"8543","6/2/2007","22:22:00",1.622,0.11,237.79,6.8,0,0,17
"8544","6/2/2007","22:23:00",1.636,0.114,238.41,6.8,0,0,17
"8545","6/2/2007","22:24:00",1.4,0.116,238.47,6,0,0,15
"8546","6/2/2007","22:25:00",0.598,0.138,241.82,2.4,0,0,0
"8547","6/2/2007","22:26:00",0.454,0,241.91,1.8,0,0,0
"8548","6/2/2007","22:27:00",0.436,0,243.72,1.8,0,0,0
"8549","6/2/2007","22:28:00",0.434,0,243.38,1.8,0,0,0
"8550","6/2/2007","22:29:00",0.394,0,242.56,1.6,0,0,0
"8551","6/2/2007","22:30:00",0.326,0,243.02,1.4,0,0,0
"8552","6/2/2007","22:31:00",0.324,0,242.31,1.4,0,0,0
"8553","6/2/2007","22:32:00",0.324,0,242.64,1.4,0,0,0
"8554","6/2/2007","22:33:00",0.326,0,242.92,1.4,0,0,0
"8555","6/2/2007","22:34:00",0.324,0,242.41,1.4,0,0,0
"8556","6/2/2007","22:35:00",0.326,0,243.06,1.4,0,0,0
"8557","6/2/2007","22:36:00",0.324,0,242.77,1.4,0,0,0
"8558","6/2/2007","22:37:00",0.326,0,242.53,1.4,0,0,0
"8559","6/2/2007","22:38:00",0.332,0,242.62,1.4,0,0,0
"8560","6/2/2007","22:39:00",0.33,0,241.92,1.4,0,0,0
"8561","6/2/2007","22:40:00",0.324,0,242.24,1.4,0,0,0
"8562","6/2/2007","22:41:00",0.324,0,242.81,1.4,0,0,0
"8563","6/2/2007","22:42:00",0.324,0,242.46,1.4,0,0,0
"8564","6/2/2007","22:43:00",0.326,0,243.18,1.4,0,0,0
"8565","6/2/2007","22:44:00",0.326,0,242.95,1.4,0,0,0
"8566","6/2/2007","22:45:00",0.304,0,242.69,1.2,0,0,0
"8567","6/2/2007","22:46:00",0.224,0,243.57,1,0,0,0
"8568","6/2/2007","22:47:00",0.314,0.096,242.78,1.4,0,0,0
"8569","6/2/2007","22:48:00",0.3,0.102,243.62,1.2,0,0,0
"8570","6/2/2007","22:49:00",0.304,0.106,244.67,1.2,0,0,0
"8571","6/2/2007","22:50:00",0.302,0.106,244.37,1.2,0,0,0
"8572","6/2/2007","22:51:00",0.424,0.248,245.55,2,0,0,0
"8573","6/2/2007","22:52:00",0.414,0.252,245.46,2,0,0,0
"8574","6/2/2007","22:53:00",0.414,0.25,245.02,2,0,0,0
"8575","6/2/2007","22:54:00",0.41,0.252,245.29,2,0,0,0
"8576","6/2/2007","22:55:00",0.4,0.246,244.35,1.8,0,0,0
"8577","6/2/2007","22:56:00",0.4,0.248,244.98,1.8,0,0,0
"8578","6/2/2007","22:57:00",0.398,0.248,244.77,1.8,0,0,0
"8579","6/2/2007","22:58:00",0.396,0.246,244.54,1.8,0,0,0
"8580","6/2/2007","22:59:00",0.358,0.194,245.47,1.6,0,0,0
"8581","6/2/2007","23:00:00",0.324,0.138,244.39,1.4,0,0,0
"8582","6/2/2007","23:01:00",0.328,0.14,244.87,1.4,0,0,0
"8583","6/2/2007","23:02:00",0.348,0.132,245.26,1.6,0,0,0
"8584","6/2/2007","23:03:00",0.344,0.13,245.49,1.4,0,0,0
"8585","6/2/2007","23:04:00",0.344,0.146,246.34,1.6,0,0,0
"8586","6/2/2007","23:05:00",0.334,0.138,245.74,1.4,0,0,0
"8587","6/2/2007","23:06:00",0.244,0,245.63,1,0,0,0
"8588","6/2/2007","23:07:00",0.244,0,246.11,1,0,0,0
"8589","6/2/2007","23:08:00",0.242,0,245.22,1,0,0,0
"8590","6/2/2007","23:09:00",0.244,0,246.37,1,0,0,0
"8591","6/2/2007","23:10:00",0.242,0,245.91,1,0,0,0
"8592","6/2/2007","23:11:00",0.242,0,246.11,1,0,0,0
"8593","6/2/2007","23:12:00",0.242,0,246.21,1,0,0,0
"8594","6/2/2007","23:13:00",0.238,0,244.76,1,0,0,0
"8595","6/2/2007","23:14:00",0.24,0,245.73,1,0,0,0
"8596","6/2/2007","23:15:00",0.238,0,245.3,1,0,0,0
"8597","6/2/2007","23:16:00",0.238,0,245.36,1,0,0,0
"8598","6/2/2007","23:17:00",0.24,0,245.97,1,0,0,0
"8599","6/2/2007","23:18:00",0.236,0,245.08,1,0,0,0
"8600","6/2/2007","23:19:00",0.238,0,246.25,1,0,0,0
"8601","6/2/2007","23:20:00",0.238,0,246.59,1,0,0,0
"8602","6/2/2007","23:21:00",0.238,0,246.72,1,0,0,0
